Unnamed: 0,date,top_5_titles
430,2021-01-13,Paige Announces Series C Funding Round of $100 Million to Accelerate Transformation of Digital Pathology - Business Wire
431,2021-01-14,Don't ignore this headline: The pandemic is getting worse. What happens next is up to you - CNN
432,2021-01-15,
433,2021-01-16,
434,2021-01-17,
435,2021-01-18,DePuy Synthes Receives 510(k) FDA Clearance for VELYS™ Robotic-Assisted Solution Designed for Use with the ATTUNE® Total Knee System - PR Newswire | Depuy Synthes gets FDA nod for Velys for use with the Attune total knee system - BioWorld Online | The top 10 largest biopharma M&A deals in 2020 - FiercePharma | Luye’s schizophrenia drug approval in China challenges J&J’s Risperdal Consta - BioWorld Online
436,2021-01-19,J&J Sprucing Up New Brunswick Campus in Hopes to Make It a Little Like Silicon Valley - TAPinto.net|Johnson & Johnson’s COVID-19 vaccine safely elicits an immune response - European Pharmaceutical Review|The marathon of covid-19 vaccination - The Economist
437,2021-01-20,DePuy Synthes lands FDA clearance for Velys robotic knee system - Mass Device|Fake Johnson and Johnson sutures racket busted in Mumbai - ETHealthWorld
438,2021-01-21,The Standing 7-Minute Workout (Published 2021) - The New York Times
439,2021-01-22,
440,2021-01-23,We could know soon whether vaccines work against a scary new coronavirus variant - MIT Technology Review
441,2021-01-24,nan
442,2021-01-25,"General Electric, Johnson & Johnson, American Express - Tuesday's Premarket Movers - TheStreet|J&J beats fourth-quarter earnings expectations, will release Covid vaccine data 'soon' - CNBC|Biden Inherits a Vaccine Supply Unlikely to Grow Before April (Published 2021) - The New York Times|Cantor Fitzgerald: The trial results from J&J's COVID vaccine are very important to public perception - CNBC|Johnson & Johnson Reports 2020 Fourth-Quarter and Full Year Results - Johnson & Johnson"
443,2021-01-26,What you need to know about Johnson & Johnson's 2020 fourth-quarter and full-year earnings report - Johnson & Johnson|4 ways Johnson & Johnson has worked to make access to medicines around the world more equitable - Johnson & Johnson|Johnson & Johnson's Debt Overview - Yahoo Finance
444,2021-01-27,EXPLAINER: Why it’s hard to make vaccines and boost supplies - The Associated Press|DePuy Receives Clearance for Ortho Robotic System - https://ryortho.com/
445,2021-01-28,"Janssen Investigational COVID-19 Vaccine: Interim Analysis of Phase 3 Clinical Data Released - National Institutes of Health (NIH) (.gov)|Johnson & Johnson’ single-shot vaccine is 66 percent effective against COVID-19 - PBS NewsHour|FDA advisers unanimously recommend Johnson & Johnson’s Covid-19 vaccine - Vox.com|Single-shot Johnson & Johnson vaccine prevents illness but shows the threat of variants - The Washington Post|J&J one-dose Covid vaccine is 66% effective, a weapon but not a knockout punch - STAT"
446,2021-01-29,The best Covid vaccine is the one you can get — here's how they compare - CNBC|J&J one-dose COVID vaccine 66% effective in late-stage trial - Business Insider
447,2021-01-30,"Moderna scientist says Johnson & Johnson's shot is 'darn good' too - Business Insider|J&J single-shot vaccine found 66% effective in phase 3 clinical trials; what this means - The Indian Express|J&J 1-dose shot prevents COVID-19, but less than some others - Loop News Cayman"
448,2021-01-31,"Johnson & Johnson’s COVID-19 Vaccine Is 66% Effective Overall, Over 50 Percent on Emerging Variants - The Herald"
449,2021-02-01,"Comparing the Covid-19 vaccines developed by Pfizer, Moderna, and Johnson & Johnson - STAT|Structural basis for ligand recognition of the neuropeptide Y Y2 receptor - Nature.com|How Effective Are The Covid-19 Vaccines? - Statista|DePuy Synthes Announces Exclusive Expandable Cage Distribution Agreement with Expanding Innovations Inc. - OrthoSpineNews"
450,2021-02-02,Mocospace Apk : How to download on your phone ? - DigiStatement|Development of new coronavirus vaccines may be hitting critical mass. Here's how they work - CNN
451,2021-02-03,"COVID-19: How do the Pfizer, Oxford, Moderna, Novavax and Johnson & Johnson coronavirus vaccines compare? - Sky News|Johnson & Johnson requests emergency authorization from FDA for Covid vaccine - CNBC|Johnson & Johnson Seeks US Vaccine Approval for Emergency Use - VOA Asia|Johnson & Johnson Announces Submission of Application to the U.S. FDA for Emergency Use Authorization of its Investigational Single-Shot Janssen COVID-19 Vaccine Candidate - PR Newswire|Johnson & Johnson asks US to approve single-dose COVID jab - Al Jazeera English"
452,2021-02-04,"When your chance for a COVID-19 shot comes, experts say don’t worry about the numbers - The Philadelphia Inquirer|Johnson & Johnson files COVID-19 vaccine application with U.S. FDA - The Hindu"
453,2021-02-05,"Advanced Analytics to Accelerate Development of Genetic Vaccines - BioProcess Insider|Rock Hill man shares experience with Johnson & Johnson vaccine trial ahead of three-week FDA review - WBTV|FDA now reviewing a third COVID vaccine, this one made by Johnson & Johnson - Ars Technica"
454,2021-02-06,nan
455,2021-02-07,"""COVID-19 inspired me to improve patient care"": How two nurses devised new ways to help kids and fellow nurses during the pandemic - Johnson & Johnson|SPRAVATO®▼ (Esketamine Nasal Spray) Authorised in Europe for the Rapid Reduction of Depressive Symptoms in a Psychiatric Emergency for Patients with Major Depressive Disorder - Business Wire|Discover why Johnson & Johnson picked Singapore as its RHQ and innovation hub - Singapore Economic Development Board|WORLD: South Africa halts AstraZeneca vaccine rollout over new variant - Barbados Today"
456,2021-02-08,J&J reaches $6m settlement over counterfeit surgical tools - Life Sciences Intellectual Property Review|South Africa switches to Johnson & Johnson COVID-19 vaccine - P.M. News|Synthesis and Pharmacological Evaluation of Novel Non-nucleotide Purine Derivatives as P2X7 Antagonists for the Treatment of Neuroinflammation - ACS Publications
457,2021-02-09,One pathway to health equity: Increasing racial and ethnic diversity in nursing education - Johnson & Johnson|Molecular mechanism and structural basis of small-molecule modulation of the gating of acid-sensing ion channel 1 - Nature.com|India's Biological E aims to produce 60 crore doses of Johnson & Johnson covid vaccine a year|Mint - Mint
458,2021-02-10,Biden administration continues vaccination push with five new mass vaccination sites in Texas and New York - CNN|We’re not looking at the most important vaccine statistic - Vox.com
459,2021-02-11,Could the U.S. Buying More COVID Vaccines Hurt Johnson & Johnson and Novavax? - The Motley Fool
460,2021-02-12,
461,2021-02-13,
462,2021-02-14,
463,2021-02-15,"The path to leadership: Four nurse leaders share their stories - Johnson & Johnson | Johnson & Johnson seeks vaccine approval from EU - WJAC Johnstown | Erleada-ADT Combo Found to Prolong Survival, Delay Cancer Worsening - Prostate Cancer News Today"
464,2021-02-16,"Anthony Fauci Speaks To Meharry About Vaccine Hesitancy, Health Equity And The Latest Vaccine - WPLN|Rolling out the vaccine: Provincial plans compared - Spotlight"
465,2021-02-17,"Paths to the Top: Nefertiti Greene, U.S. Ethicon - AdvaMed"
466,2021-02-18,Johnson & Johnson Announces Submission to World Health Organization for Emergency Use Listing of Investigational Single-Shot Janssen COVID-19 Vaccine Candidate - PR Newswire|Glimmer of hope as Covid-19 vaccine roll-out begins in KZN - PressReader
467,2021-02-19,Topamax Lawsuit Focuses On Drug’s Side Effects - Newsome Law
468,2021-02-20,nan
469,2021-02-21,Meet a Woman Committed to Creating Inclusive Skincare Products - Johnson & Johnson
470,2021-02-22,"J&J Faces 25,000 Baby Powder Lawsuits, Assigns $4B Litigation Expenses - Business Insider|Johnson & Johnson fortifies pension plans with $870 million in 2020 - Pensions & Investments|12 surgical robotics companies you need to know - Mass Device|Pfizer, Moderna and J&J tout supercharged COVID-19 vaccine output, eyeing nearly 140M doses by March - FiercePharma"
471,2021-02-23,"GR company producing J&J vaccine ready for FDA approval - WOODTV.com|Johnson & Johnson vaccine deemed safe and effective in documents released by FDA - NBC News|Johnson & Johnson's one-shot Covid vaccine effective, FDA review says - The Guardian"
472,2021-02-24,"Top Five Questions About the Johnson & Johnson COVID-19 Vaccine Answered - LVHN News|Johnson and Johnson vaccine: FDA finds the single-shot jab safe - BBC.com|How does the Johnson & Johnson vaccine compare to other coronavirus vaccines? 4 questions answered - The Conversation|Johnson & Johnson covid vaccine is safe and effective, FDA finds - The Washington Post"
473,2021-02-25,"FDA panel endorses Johnson & Johnson vaccine in 22-0 vote - POLITICO|Is J&J’s COVID-19 vaccine linked to tinnitus? - Drug Discovery & Development|What You Need to Know About the Johnson & Johnson COVID-19 Vaccine - University of Missouri Health Care|Pfizer, Moderna or J&J? Right now, the best vaccine for you is the one you can get. - The Washington Post"
474,2021-02-26,Johnson & Johnson's Covid-19 vaccine gets emergency use authorization from FDA - CNN|FDA grants emergency authorization to Johnson & Johnson vaccine - NBC News|FDA Issues Emergency Use Authorization for Third COVID-19 Vaccine - FDA.gov|A Guide to Johnson & Johnson’s COVID-19 Vaccine - FactCheck.org|The US is getting a third coronavirus vaccine. Here's how it's different from the others - CNN
475,2021-02-27,FDA Authorizes Johnson & Johnson's One-Shot COVID-19 Vaccine - NPR|FDA authorizes Johnson & Johnson coronavirus vaccine - POLITICO
476,2021-02-28,Johnson & Johnson Covid vaccine: FDA approves single-shot jab - BBC.com|CDC Panel Endorses Johnson & Johnson's One-Dose COVID-19 Vaccine - NPR|Here is what we know about the rollout of the Johnson & Johnson vaccine. (Published 2021) - The New York Times|4 things we now know about the rare disease AL amyloidosis - Johnson & Johnson|Here is how Johnson & Johnson’s vaccine differs from Pfizer’s and Moderna’s. (Published 2021) - The New York Times
477,2021-03-01,"Explaining Johnson & Johnson’s, AstraZeneca’s new COVID-19 vaccines - Wexner Medical Center - The Ohio State University|This is how the Johnson & Johnson vaccine is different from Pfizer and Moderna’s shots - Fast Company"
478,2021-03-02,Merck will help make Johnson & Johnson coronavirus vaccine as rivals team up to help Biden accelerate shots - The Washington Post|Johnson & Johnson COVID-19 vaccine approved for use in California - CBS News 8|North Texas vaccination sites to receive Johnson & Johnson COVID-19 vaccine - FOX 4 News Dallas-Fort Worth|Some U.S. Faith Leaders Express Moral Concerns About Johnson & Johnson Vaccine - NPR
479,2021-03-03,How effective is the Johnson & Johnson vaccine? Here's what to know - NBC News|JNJ Stock: Avoid Johnson & Johnson Shares Like the Plague - InvestorPlace|Johnson & Johnson loses pelvic mesh court appeal - ABC News|Comparing the Johnson & Johnson COVID-19 Vaccine to the Others - Spectrum News
480,2021-03-04,"J&J vaccine at your door? New shot spurs fresh outreach - NBC News|Johnson & Johnson COVID Vaccine Efficacy, Side Effects and Availability - Newsweek|Canada approves the Johnson & Johnson vaccine, giving it a fourth option. (Published 2021) - The New York Times"
481,2021-03-05,1 Shot Or 2 Shots? 'The Vaccine That's Available To You — Get That' - NPR|Michigan won't receive Johnson & Johnson COVID-19 vaccine doses for next 2 weeks - Detroit Free Press|How approval of Johnson & Johnson's 'one and done' COVID-19 vaccine could change Canada's vaccination game - CBC News|Health Canada approves 4th COVID-19 vaccine as Pfizer agrees to accelerate deliveries - CBC News
482,2021-03-06,First batch Johnson & Johnson's vaccine to arrive in Oman in June - Times Of Oman|New York City's Javits Center offering COVID-19 vaccinations 24/7 - ABC News|From Pfizer to Moderna: who's making billions from Covid-19 vaccines? - The Guardian|Covid-free 2022 - Chronicle|The One Vaccine Efficacy Number That Truly Matters - Bloomberg
483,2021-03-07,"Here's how much money Pfizer, Moderna and Johnson & Johnson could make from COVID vaccines - Fox Business|Roscommon woman jailed after luxury spending sprees with company credit card - BreakingNews.ie|From humble beginnings to vaccinating the president, Sister Bennett’s journey of hope - News24|IQVIA Collaborating with Janssen Research & Development on Their Investigational COVID-19 Vaccine Trials - IQVIA"
484,2021-03-08,"3-Pillar strategy to promote diversity, equity and inclusion - ETHRWorld.com|Detroit to open Johnson & Johnson vaccination site, Mayor Duggan announces in State of the City - Crain's Detroit Business|The facts on what the Catholic Church has said about the Johnson & Johnson vaccine - PolitiFact|Johnson & Johnson has been using a virtual trial approach from IQVIA for its phase 3 COVID-19 vaccine - Fierce Biotech|GlaxoSmithKline CEO Walmsley's pay falls to $9.7M as pandemic drags on profits - FiercePharma"
485,2021-03-09,"J&J Covid vaccine distribution in poor, Black communities raises race questions - CNBC|Habenula GPR139 is associated with fear learning in the zebrafish - Nature.com|Biden orders 100 million more vaccine shots from Johnson & Johnson - The Washington Post|Cabrera: Johnson & Johnson vaccine effective at preventing hospitalization, death - KUAM.com|Johnson & Johnson's Talc Lawsuits Are Fueling Skepticism of Its Vaccine - Newsweek"
486,2021-03-10,"European Medicines Agency recommends Johnson & Johnson vaccine to EU - Business Insider|Archbishop: don't pick Johnson & Johnson vaccine if you have a choice - KUAM.com|With Johnson & Johnson in the mix, here's how each U.S. state is doing with COVID vaccine distribution - Fortune|Europe OKs Johnson & Johnson's COVID-19 vaccine, but deliveries won't start till April - FiercePharma"
487,2021-03-11,"Africa's Aspen Pharmacare to Deliver J&J Covid Vaccines in Next Three Months - Bloomberg|WHO adds Janssen vaccine to list of safe and effective emergency tools against COVID-19 - World Health Organization (WHO)|Head of Johnson & Johnson China on Lessons Learned from COVID-19 - Johnson & Johnson|DeSantis rolls out Johnson & Johnson vaccine in Barefoot Bay, claps back at Biden - Florida Today"
488,2021-03-12,"Here's what pregnant women should know about the J&J COVID-19 vaccine - ABC News|Cardinal Health sells troubled Cordis unit to private equity firm for $1B - MedTech Dive|Erie-region teachers receive Johnson & Johnson, Pfizer COVID vaccine at multiple county clinics - GoErie.com"
489,2021-03-13,WHO backs AstraZeneca COVID vaccine amid clotting concerns; green lights Johnson & Johnson shots - One Papua New Guinea
490,2021-03-14,"Archbishop Byrnes advises Catholics to not choose Johnson & Johnson COVID-19 vaccine - Pacific Daily News|Big Pharma Battled the Pandemic. The Stocks Are Cheap. - Barron's|Johnson & Johnson picks German site for coronavirus vaccine production - POLITICO Europe|Church now says taking Johnson & Johnson vaccine is ""morally acceptable"" - KUAM.com|Archbishop: don't pick Johnson & Johnson vaccine if you have a choice - KUAM.com"
491,2021-03-15,"Cardinal Health to sell off its Cordis device division in $1B deal - Fierce Biotech|What is J&J Covid vaccine that India’s Bio E will make with US help, the challenges it faces - ThePrint|How Effective Is the Johnson & Johnson COVID-19 Vaccine? Here’s What You Should Know - UC San Francisco"
492,2021-03-16,"Why is the Johnson & Johnson vaccine only one shot? Here’s what to know. - The Washington Post|Expand your enhanced CPD horizons online with Johnson & Johnson - Dentistry.co.uk|Challenging AbbVie and Lilly in psoriatic arthritis, J&J touts 2-year data for Tremfya - FiercePharma"
493,2021-03-17,Cuomo gets J&J vaccine - WCAX|Bishops say COVID-19 vaccine can be used in good conscience - Chicago Catholic|Catholic opinions on Johnson & Johnson vaccine highlight debate between hardliners on abortion and others in the church - The Conversation|9 Ways to Prepare for Your COVID-19 Vaccine Appointment - Self
494,2021-03-18,"J&J nabs FDA nod for Ponvory, joining Novartis, Bristol Myers in crowded MS market - FiercePharma|COVID Help Desk: Where can I get a Johnson & Johnson vaccine? Can I drink after the vaccination? - Houston Chronicle|The supply and demand conundrum of Oregon’s COVID-19 vaccines - Oregon Public Broadcasting|Covid vaccine side-effects: what to know and why you shouldn't worry - The Guardian|Ford Field to distribute more than 300K doses of Pfizer, Johnson & Johnson vaccines - Detroit News"
495,2021-03-19,"Johnson & Johnson vs. Pfizer vs. Moderna Vaccines - Nurse.org|Covid vaccines: Why some Americans are choosy about their jab - BBC.com|Vaccine studies are expanding. That’s good news for children, pregnant women and those over 65. - The Washington Post"
496,2021-03-20,Covid vaccines: Why some Americans are choosy about their jab - BBC
497,2021-03-21,"One shot, that's all: What you need to know about Johnson & Johnson vaccine clinic in Hattiesburg - Hattiesburg American"
498,2021-03-22,Investing in Psychedelics with MindMed Stock - Nanalyze|4 things scientists now know about autoimmune diseases in kids - Johnson & Johnson|Kenya launches new community health strategy - Johnson & Johnson|Johnson & Johnson vaccine manufacturing partner Catalent scores approval for Indiana plant: reports - FiercePharma
499,2021-03-23,"Johnson & Johnson-owned medical robotics company has signed a lease for 76,000 square feet in San Jose - The Business Journals|AstraZeneca, Pfizer, Moderna, Johnson & Johnson: Breaking down the differences between coronavirus vaccines - KFSN-TV|Why can teens aged 16, 17 get the Pfizer vaccine but not Moderna or Johnson & Johnson? - WGHP FOX8 Greensboro"
500,2021-03-24,"J&J's allergy-fighting contact lens nets first approval in Japan, allowing wearers to skip eye drops - Fierce Biotech|Johnson & Johnson vaccinations administered to the public at Eva's Kitchen in Paterson - NorthJersey.com|5 people share their Johnson & Johnson vaccine side effects, from sore arms to chills - Business Insider"
501,2021-03-25,"Comparing the COVID-19 vaccines: If you have a choice, which one should you get? - Salt Lake Tribune|Elliott Waves on Johnson & Johnson (JNJ Stock) suggest ending diagonal pattern [Video] - FXStreet|Company with Trump administration tie may be COVID-19 vaccine bottleneck - Roll Call|Jewel-Osco Giving Customers Choice of COVID Vaccines - NBC Chicago|Vanderburgh County Jail vaccinates first round of inmates against COVID-19 - Courier & Press"
502,2021-03-26,Comparing the COVID-19 vaccines. Which vaccine will I get? What about side effects and efficacy comparison? - USA TODAY
503,2021-03-27,President and Deputy President undertake Eastern Cape visit - The Presidency
504,2021-03-28,Johnson & Johnson to Supply 400 Million COVID-19 Vaccine Doses to African Union - VOA Asia|Goochland County man suffers ‘rare’ severe reaction to COVID-19 vaccine - WRIC ABC 8News|Africa Signs Historic Agreement with Johnson & Johnson for 400 Million Doses of COVID-19 Vaccines - African Export-Import Bank|Johnson & Johnson Announces Advance Purchase Agreement with the African Vaccine Acquisition Trust for the Company's COVID-19 Vaccine Candidate - PR Newswire
505,2021-03-29,"Man, 74, gets ‘rare’ severe rash all over body and says his ‘skin peeled off’ after Johnson & Johnson vacci... - The US Sun|Target, Amazon selling J&J's newest racially diverse bandages - Fox Business"
506,2021-03-30,Virginia man developed severe rash after Johnson & Johnson vaccine - Business Insider|Man’s skin ‘peeled off’ in rare reaction to Johnson & Johnson COVID vaccine - New York Post|Man’s skin ‘peeled off’ after vaccine - news.com.au|Johnson & Johnson COVID-19 vaccine causes man's skin to peel off - The Jerusalem Post|Oregon hedges COVID-19 vaccination timeline in response to concerns over Johnson & Johnson shipments - OregonLive
507,2021-03-31,"Emergent plant that ruined Johnson & Johnson vaccine doses had prior FDA violations - The Washington Post|Johnson & Johnson Says Contractor Botched Part Of Vaccine Production : Coronavirus Updates - NPR|Opinion|I got the placebo in the Johnson & Johnson vaccine trial. Here’s my full journey. - The Washington Post|Roughly 15 million doses of the Johnson & Johnson vaccine were ruined because of a factory mixup, report says - Business Insider"
508,2021-04-01,Johnson & Johnson COVID-19 vaccine batch fails quality check - KCCI Des Moines|Quality control issues force Johnson & Johnson to scrap doses of COVID-19 vaccine - CBS News|Johnson & Johnson confirms vaccine production problems at Emergent plant in Baltimore - The Washington Post
509,2021-04-02,"Barbados Considering COVID-19 Vaccines in Addition to AstraZeneca - caribbeannationalweekly.com|’Incredible investment in health equity’: Local clinics get vaccine boost from feds - The Santa Rosa Press Democrat|Whistleblower raises hygiene concerns from 2018 FDA inspection of Merck’s Durham plant - Raleigh News & Observer|J&J opts for bolder, darker tone in new Tremfya ads to reflect real-life patient struggles - FiercePharma|I got the COVID-19 Johnson & Johnson vaccine. Here's what happened. - Clarion Ledger"
510,2021-04-03,US government moves AstraZeneca out of vaccine plant that suffered contamination - CNN
511,2021-04-04,"Legend Biotech, J&J finish off rolling submission for CAR-T hopeful, approach finish line - Fierce Biotech"
512,2021-04-05,"How procurement could've helped the J&J vaccine contamination issue - Spend Matters|FBI warning people of COVID-19 vaccination scams - WSIL TV|The top 10 pharma R&D budgets in 2020 - Fierce Biotech|Inmates in Aransas County receive the Johnson & Johnson vaccine - KIIITV.com|Richard Serbin, Former Johnson & Johnson's VP and a Leading Global Strategy Advisor in the Healthcare Industry, to Join Innocan Pharma's Scientific Advisory Committee - Yahoo Finance"
513,2021-04-06,"Coldwater CVS now giving Johnson & Johnson vaccine - Coldwater Daily Reporter|South Korea Grants Conditional Approval to Johnson & Johnson Coronavirus Vaccine - U.S. News & World Report|Komodo Health charts out $220M round, Janssen real-world data deal - Fierce Biotech"
514,2021-04-07,"Grandview Yard Giant Eagle to administer 10,000 doses of Johnson & Johnson vaccine - ABC6OnYourSide.com|With millions vaccinated, rare side-effects of jabs are emerging - The Economist|Theater receives generous gift from Johnson & Johnson matriarch - Press Pubs"
515,2021-04-08,Hepatitis B Virus Infection - Global Drug Forecast and Market Analysis to 2029 - GlobeNewswire|Johnson & Johnson set to begin India trial of its single-shot vaccine soon - The Indian Express|Colorado Department Of Public Health Clears Use Of Johnson & Johnson Vaccine After Some Experience Adverse Side Effects - CBS Colardo|The latest on the coronavirus pandemic and vaccines: Live updates - CNN|Blow to US vaccination campaign as J&J ‘one-shot’ vaccine deliveries plummet - The Guardian
516,2021-04-09,Sierra Leone receives Ebola vaccine from Johnson & Johnson pharmaceuticals - Sierra Leone Telegraph|CEO at troubled vaccine plant received 51 percent compensation boost in 2020 - The Washington Post|European regulators are watching J&J's vaccine for unusual blood clots - Business Insider
517,2021-04-10,Why There Will Be Fewer Johnson & Johnson COVID-19 Vaccines Next Week - WBEZ Chicago|Scientists say blood clots caused by the Johnson & Johnson vaccine are 'extraordinarily rare' - Daily Mail|Haiti - Health : The Minister of Health wants another vaccine than AstraZeneca - HaitiLibre.com|Georgia pauses Johnson & Johnson vaccine site after adverse reactions - WJHG
518,2021-04-11,Oregon’s shipment of Johnson & Johnson COVID vaccine doses slashed by 88% this week - OregonLive|Ionis taps Progenity to create oral antisense therapies - FiercePharma|Johnson & Johnson's one-dose COVID-19 vaccine won't be coming to Australia due to AstraZeneca similarities - ABC News|Australia shelves plans to buy Johnson & Johnson's one-dose Covid-19 vaccine - CNBC
519,2021-04-12,"Trump criticizes FDA on Johnson & Johnson vaccine pause - The Hill|Colleges cancel, postpone Johnson & Johnson vaccine appointments - The Washington Post|Australia won’t buy Johnson & Johnson’s one-dose Covid vaccine due to AstraZeneca similarities - The Guardian|CDC, FDA Recommend Pause of Johnson & Johnson Coronavirus Vaccine Over Blood Clot Concerns - U.S. News & World Report|The US is pausing the Johnson & Johnson coronavirus vaccine rollout, citing concerns over rare blood clots - Business Insider"
520,2021-04-13,"Johnson & Johnson delays Covid-19 vaccine rollout in Europe - FRANCE 24 English|I got the Johnson & Johnson vaccine on Monday and took a selfie. Things got weird after that. - NBC News|Is it the adenovirus vaccine technology, used by AstraZeneca and Johnson & Johnson, causing blood clots? There’s no evidence yet - The Conversation|News|FDA and CDC “Pause” Johnson & Johnson Vaccine - GoLocalProv|Why the Johnson & Johnson news feels so bad - USA TODAY"
521,2021-04-14,"Trump’s Conspiracy About the Johnson & Johnson Vaccine Is Straight Off 4chan - VICE|South Africa Pauses J&J Vaccination Campaign After US Expresses Concerns - VOA Asia|Fauci defends J&J vaccine pause, says vaccinated shouldn't worry - Business Insider"
522,2021-04-15,"What you should do if you’ve received the Johnson & Johnson coronavirus vaccine - The Washington Post|What’s different about Johnson & Johnson’s vaccine that might explain its blood clot risk? - Los Angeles Times|Fauci expects Johnson & Johnson COVID-19 vaccine will 'get back on track' soon - Fox News|With the Johnson & Johnson COVID-19 vaccine pause, getting the message right is critical - Northeastern University|Prisons postpone vaccinations with Johnson & Johnson shots paused - ABC News"
523,2021-04-16,"What Have I Preserved: A Conversation with J. Nicole Jones - Literary Hub|Higher risk of brain clots from COVID-19 than from vaccines - UK study - The Jerusalem Post|J&J Asked Rivals to Help Study Blood Clots, Moderna, Pfizer Said No: WSJ - Business Insider|Why You Shouldn't Compare Blood Clots After Johnson & Johnson Vaccine to Birth Control - Verywell Health"
524,2021-04-17,"Scientists exploring possible link between Johnson & Johnson, AstraZeneca vaccine blood clot issues - ABC News|Fauci on upcoming Johnson & Johnson vaccine decision: 'We will get it back' - Business Insider"
525,2021-04-18,I got the COVID vaccine. Are my side effects normal? - WHYY|Johnson & Johnson said blood clots have been reported with all Covid-19 vaccines. The author of the study they cited says they're wrong. - CNN|The Johnson & Johnson pause has dented Americans’ confidence in the jab - The Economist|Athens community reacts to Johnson & Johnson vaccine pause - Red and Black
526,2021-04-19,"Johnson & Johnson Q1 profit, sales jump - Loop News Cayman|Fear that Johnson & Johnson pause could heighten vaccine hesitancy in US - The Guardian|EU Regulator: 'Possible Link' Between Johnson & Johnson Vaccine And Rare Blood Clots : Coronavirus Updates - NPR"
527,2021-04-20,Safety and Efficacy of Single-Dose Ad26.COV2.S Vaccine against Covid-19 - nejm.org|Johnson & Johnson CFO pushes back against Biden's proposed corporate tax hike - Fox Business|Federal Inspectors Fear More Vaccines Were Exposed to Contamination (Published 2021) - The New York Times
528,2021-04-21,"Collaboration with Johnson & Johnson Innovation to jump-start search for new malaria drugs - Walter and Eliza Hall Institute of Medical Research|Experts will vote on J&J COVID vaccine: end pause, warning for women? - Business Insider|FDA inspectors find ""brown residue"" and other violations in plant making Johnson & Johnson vaccine - CBS News|F.D.A. Clears Johnson & Johnson’s Shot, the Third Vaccine for U.S. (Published 2021) - The New York Times|White House writes off Johnson & Johnson vaccine after string of production failures - POLITICO"
529,2021-04-22,"Blood Clots and the Johnson & Johnson Vaccine: What We Know So Far - Scientific American|Pause on Johnson & Johnson COVID vaccine in US lifted by FDA, use to resume - USA TODAY|FDA ends Johnson & Johnson vaccine pause - POLITICO|Johnson & Johnson COVID-19 shots can resume in Arizona after US lifts pause, state says - The Arizona Republic"
530,2021-04-23,"Johnson & Johnson coronavirus vaccine rollout resumes - Business Insider|Federal agencies lift pause on use of Johnson & Johnson vaccine, saying benefits outweigh risks - The Washington Post|U.S. Lifts Pause In Use Of J&J Vaccine After Vote By Expert Panel - NPR"
531,2021-04-24,"Amid blood clot concerns, US to resume use of Johnson & Johnson's single-dose COVID-19 vaccine - Jagran English|The Lessons of the Johnson & Johnson Vaccine Saga - The New Yorker|Opinion|It’s good to resume the J&J vaccine. But younger women should be warned against it. - The Washington Post|US health officials lift suspension of Johnson & Johnson Covid jab - Guernsey Press|Kennedy-King College resumes use of Johnson & Johnson vaccine in Englewood - FOX 32 Chicago"
532,2021-04-25,"The Renewed, Curious Case Study of Johnson & Johnson - Adweek|CEO of vaccine maker Emergent sold $10 million in stock before company ruined Johnson & Johnson doses - The Washington Post|The public’s concerns over the Johnson & Johnson coronavirus vaccine are widespread, Post-ABC poll finds - The Washington Post|Johnson & Johnson Looks To Offload Breast Implant Business, Once Again: Bloomberg - Yahoo Finance"
533,2021-04-26,"Health Officials End Pause on Johnson & Johnson Vaccine - AARP|COVID-19: Johnson & Johnson vaccine to arrive in B.C. next week - Vancouver Sun|Trust in Johnson & Johnson's coronavirus vaccine is low, yet overall intent to get inoculated rises: POLL - ABC News"
534,2021-04-27,55% of U.S. adults have gotten a COVID vaccine. See how your state is doing - Fortune|Ed Helms confused by 'baby shampoo company' Johnson & Johnson offering COVID vaccine - Yardbarker|The CDC is investigating 2 new reports of clotting tied to the Johnson & Johnson COVID-19 vaccine - Business Insider|UOG clinic resumes Johnson & Johnson vaccine distribution - KUAM.com|What women should know about the Johnson & Johnson coronavirus vaccine - CNN
535,2021-04-28,Tracking the impact of the J&J pause across social media - Brookings Institution|Johnson & Johnson Vision to power global HQ with 100% solar electricity - edie.net|Opioids - National Association of Attorneys General
536,2021-04-29,"Anxiety led dozens to faint or get dizzy after Johnson & Johnson COVID vaccine, CDC says - Miami Herald|Meet Teresa Harrison, who is changing how mental healthcare is being delivered in Grimsby, UK - Johnson & Johnson|CDC finds some COVID-19 vaccine reactions actually due to anxiety - ABC News|Factory Owners Around the World Stand Ready to Manufacture Covid-19 Vaccines - The Intercept|Ford Field offering Johnson & Johnson COVID-19 vaccine starting Tuesday - Detroit News"
537,2021-04-30,Covid vaccines available with no appointment through Southcoast Health - Wareham Week
538,2021-05-01,Anxiety seems to be the culprit in J&J vaccine fainting spells - Vox.com
539,2021-05-02,Johnson & Johnson vaccine recommended for Canadians 30 and older despite risk of rare blood clots - CBC.ca|CDC investigating Ionia Co. woman’s death after getting J&J vaccine - WOODTV.com|Denmark to stop using J&J vaccinate over clot fear - Republic World|Denmark stops use of Johnson & Johnson Covid-19 vaccine - The Irish Times|How Johnson & Johnson changed its review process during the pandemic - Business Insider
